this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Singing The Blues,Guy Mitchell,Guy Mitchell,country / folk,country,19561017,72,1,25,19561226
2,3,The Green Door,Jim Lowe,Jim Lowe,pop,50s,19560912,54,1,26,19561226
3,2,Love Me Tender,Elvis Presley,Elvis Presley,rock,rock n roll,19561010,12,1,22,19561226
4,5,True Love,Bing Crosby & Grace Kelly,Bing Crosby & Grace Kelly,pop,soundtrack,19560829,67,4,29,19561226
5,6,Just Walking In The Rain,Johnnie Ray,Johnnie Ray,pop,50s,19560822,96,2,28,19561226
6,4,Blueberry Hill,Fats Domino,Fats Domino,rock,blues,19560926,73,4,27,19561226
7,7,Love Me (From The Elvis (Part1) EP),Elvis Presley,Elvis Presley,rock,rock n roll,19561107,85,6,18,19561226
8,8,Hey Jealous Lover,Frank Sinatra,Frank Sinatra,jazz,jazz,19561017,44,6,19,19561226
9,9,A Rose And A Baby Ruth,George Hamilton Iv,George Hamilton Iv,country / folk,country,19561024,74,7,18,19561226
10,15,Moonlight Gambler,Frankie Laine,Frankie Laine,country / folk,country,19561121,51,4,22,19561226
11,10,"Cindy, Oh Cindy",Eddie Fisher,Eddie Fisher,jazz,jazz,19561010,40,10,19,19561226
12,16,Rock-A-Bye Your Baby With A Dixie Melody,Jerry Lee Lewis,Jerry Lee Lewis,rock,rockabilly,19561114,63,12,19,19561226
13,13,Since I Met You Baby,Ivory Joe Hunter,Ivory Joe Hunter,rnb / soul,soul,19561107,84,13,22,19561226
14,12,Gonna Get Along With Ya Now,Patience And Prudence,Patience And Prudence,pop,female vocalists,19561121,40,12,16,19561226
15,22,Mary's Boy Child,Harry Belafonte,Harry Belafonte,pop,calypso,19561212,53,15,5,19561226
16,30,Don't Forbid Me,Pat Boone,Pat Boone,pop,oldies,19561212,43,1,22,19561226
17,20,The Banana Boat Song,The Tarriers,The Tarriers,country / folk,folk,19561212,50,6,19,19561226
18,19,"Cindy, Oh Cindy",Vince Martin And The Tarriers,Vince Martin And The Tarriers,pop,unknown,19561003,49,12,19,19561226
19,14,Garden Of Eden,Joe Valino,Joe Valino,pop,oldies,19561010,45,12,19,19561226
20,11,Mama From The Train,Patti Page,Patti Page,jazz,jazz,19561017,55,11,17,19561226
21,18,Friendly Persuasion (Thee I Love),Pat Boone,Pat Boone,pop,oldies,19560905,88,8,24,19561226
22,17,Honky Tonk (Parts 1 And 2),Bill Doggett,Bill Doggett,jazz,jazz,19560808,54,2,29,19561226
23,24,Jamaica Farewell,Harry Belafonte,Harry Belafonte,pop,calypso,19561010,63,17,25,19561226
24,26,Don't Be Cruel,Elvis Presley,Elvis Presley,rock,rock n roll,19560801,28,1,27,19561226
25,31,I Dreamed,Betty Johnson,Betty Johnson,rock,rockabilly,19561114,66,13,21,19561226
26,36,Priscilla,Eddie Cooley And The Dimples,Eddie Cooley And The Dimples,pop,unknown,19561017,73,26,13,19561226
27,40,Slow Walk,Bill Doggett,Bill Doggett,jazz,jazz,19561114,58,26,12,19561226
28,21,Confidential,Sonny Knight,Sonny Knight,rock,rock and roll,19561107,46,20,13,19561226
29,27,Mutual Admiration Society,Teresa Brewer,Teresa Brewer,pop,50s,19561031,78,21,14,19561226
30,43,Young Love,Sonny James,Sonny James,pop,classic country,19561219,43,3,21,19561226
