this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Perfect,Ed Sheeran,Ed Sheeran,pop,acoustic,20171007,89,1,54,20171230
2,2,Rockstar,Post Malone Featuring 21 Savage,Post Malone,hip-hop,hip-hop,20171007,2,1,41,20171230
3,3,Havana,Camila Cabello Featuring Young Thug,Camila Cabello,pop,pop,20170909,94,1,45,20171230
4,4,Gucci Gang,Lil Pump,Lil Pump,hip-hop,hip-hop,20170930,81,3,24,20171230
5,5,Thunder,Imagine Dragons,Imagine Dragons,rock,indie,20170520,70,4,52,20171230
6,15,MotorSport,"Migos, Nicki Minaj & Cardi B",Migos,hip-hop,hip-hop,20171118,14,6,22,20171230
7,6,Too Good At Goodbyes,Sam Smith,Sam Smith,rnb / soul,soul,20170930,5,4,24,20171230
8,8,Bad At Love,Halsey,Halsey,pop,pop,20170923,81,5,33,20171230
9,11,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,pop,pop,20171216,21,9,5,20171230
10,7,No Limit,G-Eazy Featuring A$Ap Rocky & Cardi B,G-Eazy,hip-hop,hip-hop,20170930,85,4,29,20171230
11,9,Bodak Yellow,Cardi B,Cardi B,hip-hop,hip-hop,20170722,85,1,35,20171230
12,13,Gummo,6Ix9Ine,6Ix9Ine,hip-hop,hip-hop,20171202,58,12,20,20171230
13,10,What Lovers Do,Maroon 5 Featuring Sza,Maroon 5,rock,rock,20170916,73,9,22,20171230
14,17,New Rules,Dua Lipa,Dua Lipa,pop,pop,20170819,90,6,48,20171230
15,14,I Get The Bag,Gucci Mane Featuring Migos,Gucci Mane,hip-hop,hip-hop,20170909,34,11,27,20171230
16,22,Let You Down,Nf,Nf,hip-hop,hip-hop,20171104,87,12,28,20171230
17,12,Feel It Still,Portugal. The Man,Portugal. The Man,pop,experimental,20170708,89,4,45,20171230
18,16,Sorry Not Sorry,Demi Lovato,Demi Lovato,pop,pop,20170729,52,6,36,20171230
19,23,I Fall Apart,Post Malone,Post Malone,hip-hop,hip-hop,20171014,65,16,30,20171230
20,18,Mi Gente,J Balvin & Willy William,J Balvin & Willy William,pop,pop,20170722,70,3,30,20171230
21,20,Wolves,Selena Gomez X Marshmello,Selena Gomez,pop,pop,20171111,88,20,23,20171230
22,19,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,Logic,hip-hop,hip-hop,20170520,61,3,42,20171230
23,25,Shape Of You,Ed Sheeran,Ed Sheeran,pop,acoustic,20170128,1,1,59,20171230
24,29,The Way Life Goes,Lil Uzi Vert,Lil Uzi Vert,hip-hop,hip-hop,20170916,39,24,23,20171230
25,27,Love.,Kendrick Lamar Featuring Zacari,Kendrick Lamar,hip-hop,hip-hop,20171202,41,11,20,20171230
26,21,Him & I,G-Eazy & Halsey,G-Eazy,hip-hop,hip-hop,20171223,21,14,20,20171230
27,24,Bank Account,21 Savage,21 Savage,hip-hop,trap,20170729,33,12,29,20171230
28,31,Meant To Be,Bebe Rexha & Florida Georgia Line,Bebe Rexha,pop,pop,20171111,61,2,51,20171230
29,26,How Long,Charlie Puth,Charlie Puth,pop,pop,20171028,60,21,24,20171230
30,33,Silence,Marshmello Featuring Khalid,Marshmello,electronic,dance,20170902,42,30,23,20171230
31,32,Despacito,Luis Fonsi Featuring Daddy Yankee,Luis Fonsi,pop,pop,20170204,88,1,52,20171230
32,28,Young Dumb & Broke,Khalid,Khalid,pop,pop,20170805,91,18,36,20171230
33,30,Believer,Imagine Dragons,Imagine Dragons,rock,indie,20170225,43,4,52,20171230
34,37,Rockin' Around The Christmas Tree,Brenda Lee,Brenda Lee,pop,oldies,20171223,37,30,4,20171230
35,45,It's The Most Wonderful Time Of The Year,Andy Williams,Andy Williams,pop,oldies,20171223,45,32,4,20171230
36,35,Sky Walker,Miguel Featuring Travis Scott,Miguel,rnb / soul,rnb,20171021,96,29,25,20171230
37,43,...Ready For It?,Taylor Swift,Taylor Swift,country / folk,country,20170923,4,4,20,20171230
38,42,The Christmas Song (Merry Christmas To You),Nat King Cole,Nat King Cole,jazz,jazz,20171223,42,37,4,20171230
39,38,The Weekend,Sza,Sza,rnb / soul,soul,20170819,89,29,25,20171230
40,34,Unforgettable,French Montana Featuring Swae Lee,French Montana,hip-hop,hip-hop,20170429,74,3,42,20171230
41,47,A Holly Jolly Christmas,Burl Ives,Burl Ives,country / folk,folk,20171223,47,38,4,20171230
42,36,Attention,Charlie Puth,Charlie Puth,pop,pop,20170513,68,5,40,20171230
43,40,That's What I Like,Bruno Mars,Bruno Mars,pop,pop,20170211,82,1,51,20171230
44,NEW,Last Christmas,Wham!,Wham!,pop,80s,20171230,44,43,2,20171230
45,44,Ric Flair Drip,Offset & Metro Boomin,Offset,pop,ambient,20171118,71,13,31,20171230
46,41,Plain Jane,A$Ap Ferg,A$Ap Ferg,hip-hop,hip-hop,20171014,98,26,25,20171230
47,50,Humble.,Kendrick Lamar,Kendrick Lamar,hip-hop,hip-hop,20170422,2,1,37,20171230
48,46,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,pop,pop,20170513,44,6,34,20171230
49,39,End Game,Taylor Swift Featuring Ed Sheeran & Future,Taylor Swift,country / folk,country,20171209,86,18,14,20171230
50,61,Kooda,6Ix9Ine,6Ix9Ine,hip-hop,hip-hop,20171223,61,50,8,20171230
51,56,Roll In Peace,Kodak Black Featuring Xxxtentacion,Kodak Black,hip-hop,rap,20170909,53,31,26,20171230
52,54,Greatest Love Story,Lanco,Lanco,pop,pop,20170923,86,45,21,20171230
53,52,Pills And Automobiles,"Chris Brown Feat Yo Gotti, A Boogie Wit Da Hoodie & Kodak Bl",Chris Brown Feat Yo Gotti,pop,unknown,20170930,98,46,20,20171230
54,62,Like I Loved You,Brett Young,Brett Young,country / folk,country,20171014,95,46,20,20171230
55,48,Rubbin Off The Paint,Ybn Nahmir,Ybn Nahmir,hip-hop,hip-hop,20171125,79,46,13,20171230
56,55,Let Me Go,Hailee Steinfeld & Alesso Feat Florida Georgia Line & Watt,Hailee Steinfeld,pop,pop,20171021,90,40,21,20171230
57,51,What About Us,P!Nk,P!Nk,pop,pop,20170826,82,13,22,20171230
58,60,Lemon,N*E*R*D & Rihanna,N*E*R*D,hip-hop,hip-hop,20171125,65,36,22,20171230
59,66,Lights Down Low,Max Featuring Gnash,Max,pop,j-pop,20171028,95,20,28,20171230
60,63,I'll Name The Dogs,Blake Shelton,Blake Shelton,country / folk,country,20170930,73,56,20,20171230
61,NEW,Never Be The Same,Camila Cabello,Camila Cabello,pop,pop,20171230,61,61,2,20171230
62,59,Candy Paint,Post Malone,Post Malone,hip-hop,hip-hop,20171111,84,50,20,20171230
63,58,Codeine Dreaming,Kodak Black Featuring Lil Wayne,Kodak Black,hip-hop,rap,20171216,52,52,14,20171230
64,64,Good Old Days,Macklemore Featuring Kesha,Macklemore,hip-hop,hip-hop,20171118,72,48,19,20171230
65,57,Light It Up,Luke Bryan,Luke Bryan,country / folk,country,20170916,76,57,19,20171230
66,67,Yours,Russell Dickerson,Russell Dickerson,country / folk,country,20171104,84,49,20,20171230
67,NEW,Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,Big Sean & Metro Boomin,hip-hop,rap,20171230,67,67,1,20171230
68,65,When It Rains It Pours,Luke Combs,Luke Combs,country / folk,country,20170819,85,33,20,20171230
69,70,Round Here Buzz,Eric Church,Eric Church,country / folk,country,20171014,97,56,19,20171230
70,72,Look What You Made Me Do,Taylor Swift,Taylor Swift,country / folk,country,20170909,77,1,20,20171230
71,69,Unforgettable,Thomas Rhett,Thomas Rhett,country / folk,country,20170819,68,47,20,20171230
72,NEW,Dark Knight Dummo,Trippie Redd Featuring Travis Scott,Trippie Redd,hip-hop,hip-hop,20171230,72,72,2,20171230
73,68,Betrayed,Lil Xan,Lil Xan,hip-hop,cloud rap,20171202,93,64,20,20171230
74,77,Losing Sleep,Chris Young,Chris Young,country / folk,country,20171014,94,60,20,20171230
75,75,Echame La Culpa,Luis Fonsi & Demi Lovato,Luis Fonsi,pop,pop,20171209,47,47,20,20171230
76,73,Pick It Up,Famous Dex Featuring A$Ap Rocky,Famous Dex,pop,drill,20171202,97,54,20,20171230
77,NEW,My Dawg,Lil Baby,Lil Baby,hip-hop,hip-hop,20171230,77,71,7,20171230
78,80,I Could Use A Love Song,Maren Morris,Maren Morris,country / folk,country,20170923,92,56,19,20171230
79,71,MIC Drop,Bts Featuring Desiigner,Bts,pop,k-pop,20171216,28,28,10,20171230
80,NEW,Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,Big Sean & Metro Boomin,hip-hop,rap,20171230,80,80,1,20171230
81,53,Tell Me You Love Me,Demi Lovato,Demi Lovato,pop,pop,20171223,53,53,19,20171230
82,NEW,Danger,Migos & Marshmello,Migos,hip-hop,hip-hop,20171230,82,82,1,20171230
83,84,You Broke Up With Me,Walker Hayes,Walker Hayes,country / folk,country,20171118,91,62,18,20171230
84,76,Wanted You,Nav Featuring Lil Uzi Vert,Nav,rock,black metal,20171202,65,64,6,20171230
85,78,Dusk Till Dawn,Zayn Featuring Sia,Zayn,pop,pop,20170930,44,44,17,20171230
86,NEW,Untouchable,Eminem,Eminem,hip-hop,rap,20171230,86,86,1,20171230
87,83,Mayores,Becky G Featuring Bad Bunny,Becky G,pop,pop,20171118,83,74,15,20171230
88,82,Fuck Love,Xxxtentacion Featuring Trippie Redd,Xxxtentacion,hip-hop,hip-hop,20170916,41,41,19,20171230
89,88,Written In The Sand,Old Dominion,Old Dominion,country / folk,country,20171209,99,51,20,20171230
90,81,Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott","21 Savage, Offset & Metro Boomin",hip-hop,hip-hop,20171118,57,35,7,20171230
91,89,Too Much To Ask,Niall Horan,Niall Horan,pop,pop,20171202,99,86,9,20171230
92,97,Marry Me,Thomas Rhett,Thomas Rhett,country / folk,country,20171223,97,30,20,20171230
93,NEW,No Smoke,Youngboy Never Broke Again,Youngboy Never Broke Again,hip-hop,rap,20171230,93,61,17,20171230
94,86,When We,Tank,Tank,rock,heavy metal,20171209,92,86,5,20171230
95,98,Five More Minutes,Scotty Mccreery,Scotty Mccreery,country / folk,country,20171223,98,44,20,20171230
96,93,Juice,Yo Gotti,Yo Gotti,hip-hop,rap,20171223,93,90,6,20171230
97,91,All On Me,Devin Dawson,Devin Dawson,country / folk,country,20171216,93,91,4,20171230
98,87,Jocelyn Flores,Xxxtentacion,Xxxtentacion,hip-hop,hip-hop,20170916,31,31,16,20171230
99,NEW,Legends,Kelsea Ballerini,Kelsea Ballerini,country / folk,country,20171230,99,68,11,20171230
100,96,Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,Calvin Harris,electronic,electronic,20171209,100,94,4,20171230
1,3,Perfect,Ed Sheeran,Ed Sheeran,pop,acoustic,20171007,89,1,54,20171223
2,1,Rockstar,Post Malone Featuring 21 Savage,Post Malone,hip-hop,hip-hop,20171007,2,1,41,20171223
3,2,Havana,Camila Cabello Featuring Young Thug,Camila Cabello,pop,pop,20170909,94,1,45,20171223
4,4,Gucci Gang,Lil Pump,Lil Pump,hip-hop,hip-hop,20170930,81,3,24,20171223
5,5,Thunder,Imagine Dragons,Imagine Dragons,rock,indie,20170520,70,4,52,20171223
6,6,Too Good At Goodbyes,Sam Smith,Sam Smith,rnb / soul,soul,20170930,5,4,24,20171223
7,8,No Limit,G-Eazy Featuring A$Ap Rocky & Cardi B,G-Eazy,hip-hop,hip-hop,20170930,85,4,29,20171223
8,11,Bad At Love,Halsey,Halsey,pop,pop,20170923,81,5,33,20171223
9,7,Bodak Yellow,Cardi B,Cardi B,hip-hop,hip-hop,20170722,85,1,35,20171223
10,9,What Lovers Do,Maroon 5 Featuring Sza,Maroon 5,rock,rock,20170916,73,9,22,20171223
11,21,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,pop,pop,20171216,21,9,5,20171223
12,10,Feel It Still,Portugal. The Man,Portugal. The Man,pop,experimental,20170708,89,4,45,20171223
13,54,Gummo,6Ix9Ine,6Ix9Ine,hip-hop,hip-hop,20171202,58,12,20,20171223
14,16,I Get The Bag,Gucci Mane Featuring Migos,Gucci Mane,hip-hop,hip-hop,20170909,34,11,27,20171223
15,17,MotorSport,"Migos, Nicki Minaj & Cardi B",Migos,hip-hop,hip-hop,20171118,14,6,22,20171223
16,12,Sorry Not Sorry,Demi Lovato,Demi Lovato,pop,pop,20170729,52,6,36,20171223
17,15,New Rules,Dua Lipa,Dua Lipa,pop,pop,20170819,90,6,48,20171223
18,13,Mi Gente,J Balvin & Willy William,J Balvin & Willy William,pop,pop,20170722,70,3,30,20171223
19,14,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,Logic,hip-hop,hip-hop,20170520,61,3,42,20171223
20,20,Wolves,Selena Gomez X Marshmello,Selena Gomez,pop,pop,20171111,88,20,23,20171223
21,NEW,Him & I,G-Eazy & Halsey,G-Eazy,hip-hop,hip-hop,20171223,21,14,20,20171223
22,29,Let You Down,Nf,Nf,hip-hop,hip-hop,20171104,87,12,28,20171223
23,19,I Fall Apart,Post Malone,Post Malone,hip-hop,hip-hop,20171014,65,16,30,20171223
24,18,Bank Account,21 Savage,21 Savage,hip-hop,trap,20170729,33,12,29,20171223
25,26,Shape Of You,Ed Sheeran,Ed Sheeran,pop,acoustic,20170128,1,1,59,20171223
26,32,How Long,Charlie Puth,Charlie Puth,pop,pop,20171028,60,21,24,20171223
