this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431225
2,7,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431225
3,3,I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,Bing Crosby,jazz,jazz,19431204,10,3,5,19431225
4,4,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431225
5,8,They're Either Too Young Or Too Old,Jimmy Dorsey & His Orchestra / Kitty Kallen,Jimmy Dorsey,jazz,jazz,19431127,10,3,9,19431225
6,5,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431225
7,NEW,Shoo-Shoo-Shoo Baby,The Andrews Sisters / Vic Schoen & His Orchestra,The Andrews Sisters / Vic Schoen,jazz,swing,19431225,7,3,3,19431225
8,6,Shoo-Shoo-Shoo Baby,Ella Mae Morse,Ella Mae Morse,jazz,jazz,19431218,6,4,14,19431225
9,NEW,White Christmas,Bing Crosby & The Ken Darby Singers / John Scott Trotter,Bing Crosby,jazz,jazz,19431225,9,9,1,19431225
10,2,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431225
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431218
2,2,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431218
3,4,I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,Bing Crosby,jazz,jazz,19431204,10,3,5,19431218
4,3,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431218
5,6,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431218
6,NEW,Shoo-Shoo-Shoo Baby,Ella Mae Morse,Ella Mae Morse,jazz,jazz,19431218,6,4,14,19431218
7,5,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431218
8,10,They're Either Too Young Or Too Old,Jimmy Dorsey & His Orchestra / Kitty Kallen,Jimmy Dorsey,jazz,jazz,19431127,10,3,9,19431218
9,NEW,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19431218,9,9,1,19431218
10,8,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431218
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431211
2,2,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431211
3,3,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431211
4,10,I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,Bing Crosby,jazz,jazz,19431204,10,3,5,19431211
5,4,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431211
6,6,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431211
7,9,Boogie Woogie,Tommy Dorsey & His Orchestra,Tommy Dorsey & His Orchestra,pop,big band,19431127,8,7,3,19431211
8,5,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431211
9,NEW,Oklahoma Cast Album,Various Artists,Various Artists,pop,electronic,19431211,9,9,1,19431211
10,7,They're Either Too Young Or Too Old,Jimmy Dorsey & His Orchestra / Kitty Kallen,Jimmy Dorsey,jazz,jazz,19431127,10,3,9,19431211
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431204
2,2,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431204
3,3,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431204
4,7,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431204
5,4,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431204
6,6,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431204
7,10,They're Either Too Young Or Too Old,Jimmy Dorsey & His Orchestra / Kitty Kallen,Jimmy Dorsey,jazz,jazz,19431127,10,3,9,19431204
8,NEW,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431204,8,8,1,19431204
9,8,Boogie Woogie,Tommy Dorsey & His Orchestra,Tommy Dorsey & His Orchestra,pop,big band,19431127,8,7,3,19431204
10,NEW,I'll Be Home For Christmas (If Only In My Dreams),Bing Crosby,Bing Crosby,jazz,jazz,19431204,10,3,5,19431204
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431127
2,3,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431127
3,2,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431127
4,4,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431127
5,6,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431127
6,9,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431127
7,8,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431127
8,NEW,Boogie Woogie,Tommy Dorsey & His Orchestra,Tommy Dorsey & His Orchestra,pop,big band,19431127,8,7,3,19431127
9,5,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431127
10,NEW,They're Either Too Young Or Too Old,Jimmy Dorsey & His Orchestra / Kitty Kallen,Jimmy Dorsey,jazz,jazz,19431127,10,3,9,19431127
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431120
2,5,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431120
3,4,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431120
4,2,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431120
5,6,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431120
6,3,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431120
7,7,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431120
8,NEW,My Heart Tells Me (Should I Believe My Heart?),Glen Gray & His Orchestra / Eugenie Baird,Glen Gray,pop,big band,19431120,8,1,20,19431120
9,8,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431120
10,9,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431120
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431113
2,3,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431113
3,2,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431113
4,5,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431113
5,4,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431113
6,6,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431113
7,9,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431113
8,7,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431113
9,8,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431113
10,NEW,Blue Rain,Glenn Miller & His Orchestra / Ray Eberle,Glenn Miller,jazz,jazz,19431113,10,10,1,19431113
1,1,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431106
2,2,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431106
3,3,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431106
4,4,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431106
5,8,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431106
6,7,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431106
7,NEW,"Oh, What A Beautiful Mornin'","Bing Crosby, Trudy Erwin And The Sportsmen Glee Club",Bing Crosby,jazz,jazz,19431106,7,5,9,19431106
8,6,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431106
9,5,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431106
10,NEW,"Sunday, Monday Or Always",Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431106,10,10,1,19431106
1,2,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431030
2,1,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431030
3,3,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431030
4,4,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431030
5,5,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431030
6,6,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431030
7,8,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431030
8,NEW,Pistol Packin' Mama,Bing Crosby & The Andrews Sisters / Vic Schoen & His Orchest,Bing Crosby,jazz,jazz,19431030,8,2,9,19431030
9,10,Put Your Arms Around Me Honey,Dick Kuhn & His Orchestra,Dick Kuhn,pop,unknown,19431016,8,8,3,19431030
10,NEW,Blue Rain,Glenn Miller & His Orchestra / Ray Eberle,Glenn Miller,jazz,jazz,19431030,10,10,1,19431030
1,2,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431023
2,3,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431023
3,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431023
4,4,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431023
5,5,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431023
6,7,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431023
7,NEW,You'll Never Know,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,7,7,1,19431023
8,NEW,"Put Your Arms Around Me, Honey",Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19431023,8,5,6,19431023
9,9,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19431023
10,8,Put Your Arms Around Me Honey,Dick Kuhn & His Orchestra,Dick Kuhn,pop,unknown,19431016,8,8,3,19431023
1,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431016
2,3,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431016
3,2,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431016
4,10,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431016
5,4,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431016
6,6,You'll Never Know,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430724,7,2,13,19431016
7,7,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431016
8,NEW,Put Your Arms Around Me Honey,Dick Kuhn & His Orchestra,Dick Kuhn,pop,unknown,19431016,8,8,3,19431016
9,9,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19431016
10,NEW,Boogie Woogie,Tommy Dorsey & His Orchestra,Tommy Dorsey & His Orchestra,pop,big band,19431016,10,10,1,19431016
1,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431009
2,2,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431009
3,3,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431009
4,4,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431009
5,5,You'll Never Know,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19430703,4,1,15,19431009
6,8,You'll Never Know,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430724,7,2,13,19431009
7,9,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431009
8,7,All Or Nothing At All,Harry James & His Music Makers / Frank Sinatra,Harry James,jazz,jazz,19430612,9,2,18,19431009
9,6,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19431009
10,NEW,People Will Say We're In Love,"Bing Crosby, Trudy Erwin & The Sportsmen",Bing Crosby,jazz,jazz,19431009,10,2,12,19431009
1,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19431002
2,2,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19431002
3,3,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19431002
4,4,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19431002
5,5,You'll Never Know,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19430703,4,1,15,19431002
6,6,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19431002
7,8,All Or Nothing At All,Harry James & His Music Makers / Frank Sinatra,Harry James,jazz,jazz,19430612,9,2,18,19431002
8,7,You'll Never Know,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430724,7,2,13,19431002
9,NEW,People Will Say We're In Love,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,9,6,8,19431002
10,NEW,"Sunday, Monday Or Always",Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19431002,10,10,1,19431002
1,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19430925
2,2,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19430925
3,4,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19430925
4,6,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19430925
5,8,You'll Never Know,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19430703,4,1,15,19430925
6,5,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19430925
7,3,You'll Never Know,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430724,7,2,13,19430925
8,7,All Or Nothing At All,Harry James & His Music Makers / Frank Sinatra,Harry James,jazz,jazz,19430612,9,2,18,19430925
9,10,In My Arms,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19430904,9,9,4,19430925
10,NEW,Close To You,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430925,10,10,1,19430925
1,1,"Sunday, Monday Or Always",Bing Crosby & The Ken Darby Singers,Bing Crosby,jazz,jazz,19430821,7,1,18,19430918
2,7,Paper Doll,The Mills Brothers,The Mills Brothers,jazz,jazz,19430731,10,1,30,19430918
3,2,You'll Never Know,Frank Sinatra & The Bobby Tucker Singers,Frank Sinatra,jazz,jazz,19430724,7,2,13,19430918
4,6,Pistol Packin' Mama,Al Dexter & His Troopers,Al Dexter,country / folk,country,19430821,10,1,15,19430918
5,3,In The Blue Of Evening,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19430703,6,1,17,19430918
6,5,I Heard You Cried Last Night,Harry James & His Music Makers / Helen Forrest,Harry James,jazz,jazz,19430724,6,4,18,19430918
7,8,All Or Nothing At All,Harry James & His Music Makers / Frank Sinatra,Harry James,jazz,jazz,19430612,9,2,18,19430918
8,4,You'll Never Know,Dick Haymes & The Song Spinners,Dick Haymes,jazz,jazz,19430703,4,1,15,19430918
