this_week_position,last_week_position,track,artist,clean_artist,clean_genre,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Chattanooga Choo Choo,Glenn Miller & His Orchestra / Tex Beneke & The Modernaires,Glenn Miller,jazz,jazz,19410906,9,1,23,19411227
2,2,Elmer's Tune,Glenn Miller & His Orchestra / Ray Eberle & The Modernaires,Glenn Miller,jazz,jazz,19411101,4,1,15,19411227
3,4,This Love Of Mine,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19411018,9,3,16,19411227
4,3,Piano Concerto In B Flat,Freddy Martin & His Orchestra / Jack Fina,Freddy Martin,jazz,jazz,19410802,8,1,24,19411227
5,6,Shepherd Serenade,Bing Crosby,Bing Crosby,jazz,jazz,19411206,8,5,6,19411227
6,5,Jingle Bells,Glenn Miller & His Orchestra / Tex Beneke & Ernie Caceras,Glenn Miller,jazz,jazz,19411220,5,5,2,19411227
7,8,Shepherd Serenade,Horace Heidt & His Orchestra / Larry Cotton & The Glee Club,Horace Heidt,jazz,jazz,19411129,8,7,5,19411227
8,7,You Made Me Love You,Harry James & His Music Makers,Harry James,jazz,jazz,19411129,5,5,8,19411227
9,NEW,This Is No Laughing Matter,Charlie Spivak & His Orchestra / Garry Stevens,Charlie Spivak,jazz,jazz,19411227,9,8,2,19411227
10,NEW,(There'll Be Bluebirds Over) The White Cliffs Of Dover,Glenn Miller & His Orchestra / Ray Eberle,Glenn Miller,jazz,jazz,19411227,10,10,1,19411227
1,2,Chattanooga Choo Choo,Glenn Miller & His Orchestra / Tex Beneke & The Modernaires,Glenn Miller,jazz,jazz,19410906,9,1,23,19411220
2,1,Elmer's Tune,Glenn Miller & His Orchestra / Ray Eberle & The Modernaires,Glenn Miller,jazz,jazz,19411101,4,1,15,19411220
3,3,Piano Concerto In B Flat,Freddy Martin & His Orchestra / Jack Fina,Freddy Martin,jazz,jazz,19410802,8,1,24,19411220
4,4,This Love Of Mine,Tommy Dorsey & His Orchestra / Frank Sinatra,Tommy Dorsey,jazz,jazz,19411018,9,3,16,19411220
5,NEW,Jingle Bells,Glenn Miller & His Orchestra / Tex Beneke & Ernie Caceras,Glenn Miller,jazz,jazz,19411220,5,5,2,19411220
6,5,Shepherd Serenade,Bing Crosby,Bing Crosby,jazz,jazz,19411206,8,5,6,19411220
7,7,You Made Me Love You,Harry James & His Music Makers,Harry James,jazz,jazz,19411129,5,5,8,19411220
8,8,Shepherd Serenade,Horace Heidt & His Orchestra / Larry Cotton & The Glee Club,Horace Heidt,jazz,jazz,19411129,8,7,5,19411220
9,6,Tonight We Love,Tony Martin / David Rose & His Orchestra,Tony Martin / David Rose,pop,unknown,19411101,10,5,8,19411220
10,10,Elmer's Tune,Dick Jurgens & His Orchestra,Dick Jurgens,pop,all,19411206,10,10,3,19411220
1,2,Elmer's Tune,Glenn Miller & His Orchestra / Ray Eberle & The Modernaires,Glenn Miller,jazz,jazz,19411101,4,1,15,19411213
