this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,2,Symphony,Freddy Martin & His Orchestra / Clyde Rogers,Freddy Martin,jazz,19451208,5,1,14,19451229
2,1,Chickery Chick,"Sammy Kaye & His Orchestra / Billy Williams, Nancy Norman",Sammy Kaye,jazz,19451020,10,1,14,19451229
3,5,Dig You Later (A-Hubba Hubba Hubba),Perry Como & The Satisfiers / Russ Case & His Orchestra,Perry Como,jazz,19451201,9,3,9,19451229
4,7,I Can't Begin To Tell You,Bing Crosby / Carmen Cavallaro & His Orchestra,Bing Crosby / Carmen Cavallaro,pop,19451117,7,2,7,19451229
5,3,"It's Been A Long, Long Time",Harry James & His Music Makers / Kitty Kallen,Harry James,jazz,19451013,10,1,15,19451229
6,NEW,Let It Snow! Let It Snow! Let It Snow!,Vaughn Monroe & His Orchestra / The Norton Sisters,Vaughn Monroe,jazz,19451229,6,1,13,19451229
7,9,"It's Been A Long, Long Time",Charlie Spivak & His Orchestra / Irene Daye,Charlie Spivak,jazz,19451222,9,6,3,19451229
8,6,It Might As Well Be Spring,Dick Haymes / Victor Young & His Orchestra,Dick Haymes / Victor Young,pop,19451215,9,6,4,19451229
9,4,"It's Been A Long, Long Time",Bing Crosby / The Les Paul Trio,Bing Crosby / The Les Paul Trio,pop,19451020,7,1,11,19451229
10,8,It Might As Well Be Spring,Margaret Whiting / Paul Weston & His Orchestra,Margaret Whiting / Paul Weston,pop,19451124,8,6,6,19451229
1,2,Chickery Chick,"Sammy Kaye & His Orchestra / Billy Williams, Nancy Norman",Sammy Kaye,jazz,19451020,10,1,14,19451222
2,5,Symphony,Freddy Martin & His Orchestra / Clyde Rogers,Freddy Martin,jazz,19451208,5,1,14,19451222
3,1,"It's Been A Long, Long Time",Harry James & His Music Makers / Kitty Kallen,Harry James,jazz,19451013,10,1,15,19451222
4,4,"It's Been A Long, Long Time",Bing Crosby / The Les Paul Trio,Bing Crosby / The Les Paul Trio,pop,19451020,7,1,11,19451222
5,6,Dig You Later (A-Hubba Hubba Hubba),Perry Como & The Satisfiers / Russ Case & His Orchestra,Perry Como,jazz,19451201,9,3,9,19451222
6,9,It Might As Well Be Spring,Dick Haymes / Victor Young & His Orchestra,Dick Haymes / Victor Young,pop,19451215,9,6,4,19451222
7,3,I Can't Begin To Tell You,Bing Crosby / Carmen Cavallaro & His Orchestra,Bing Crosby / Carmen Cavallaro,pop,19451117,7,2,7,19451222
8,7,It Might As Well Be Spring,Margaret Whiting / Paul Weston & His Orchestra,Margaret Whiting / Paul Weston,pop,19451124,8,6,6,19451222
9,NEW,"It's Been A Long, Long Time",Charlie Spivak & His Orchestra / Irene Daye,Charlie Spivak,jazz,19451222,9,6,3,19451222
10,NEW,It Might As Well Be Spring,Sammy Kaye & His Orchestra / Billy Williams,Sammy Kaye,jazz,19451222,10,10,1,19451222
1,4,"It's Been A Long, Long Time",Harry James & His Music Makers / Kitty Kallen,Harry James,jazz,19451013,10,1,15,19451215
