this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
1,1,Girls Like You,Maroon 5 Featuring Cardi B,Maroon 5,rock,20180609,94,1,20,20181020
2,3,Lucid Dreams,Juice Wrld,Juice Wrld,hip-hop,20180526,74,2,22,20181020
3,4,Better Now,Post Malone,Post Malone,hip-hop,20180512,7,3,24,20181020
4,25,Drip Too Hard,Lil Baby & Gunna,Lil Baby,hip-hop,20180929,28,4,4,20181020
5,28,Shallow,Lady Gaga & Bradley Cooper,Lady Gaga & Bradley Cooper,pop,20181013,28,5,2,20181020
6,6,Sicko Mode,Travis Scott,Travis Scott,hip-hop,20180818,4,4,10,20181020
7,8,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,rock,20180616,96,7,19,20181020
8,13,Happier,Marshmello & Bastille,Marshmello,electronic,20180901,63,8,8,20181020
9,11,I Like It,"Cardi B, Bad Bunny & J Balvin","Cardi B, Bad Bunny & J Balvin",hip-hop,20180421,8,1,27,20181020
10,12,FeFe,6Ix9Ine Featuring Nicki Minaj & Murda Beatz,6Ix9Ine,hip-hop,20180804,4,3,12,20181020
11,9,In My Feelings,Drake,Drake,hip-hop,20180714,6,1,15,20181020
12,16,Love Lies,Khalid & Normani,Khalid,pop,20180303,43,9,34,20181020
13,19,Natural,Imagine Dragons,Imagine Dragons,rock,20180804,37,13,12,20181020
14,15,Taste,Tyga Featuring Offset,Tyga,hip-hop,20180609,82,8,20,20181020
15,NEW,Never Recover,Lil Baby & Gunna Featuring Drake,Lil Baby,hip-hop,20181020,15,15,1,20181020
16,20,Trip,Ella Mai,Ella Mai,rnb / soul,20180818,79,16,10,20181020
17,18,I Love It,Kanye West & Lil Pump,Kanye West,hip-hop,20180922,6,6,5,20181020
18,NEW,Without Me,Halsey,Halsey,pop,20181020,18,18,1,20181020
19,23,Nonstop,Drake,Drake,hip-hop,20180714,2,2,15,20181020
20,29,Eastside,"Benny Blanco, Halsey & Khalid",Benny Blanco,pop,20180728,56,20,13,20181020
21,22,Back To You,Selena Gomez,Selena Gomez,pop,20180526,50,18,22,20181020
22,21,God Is A Woman,Ariana Grande,Ariana Grande,pop,20180728,11,8,13,20181020
23,2,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,Lil Wayne,hip-hop,20181013,2,2,2,20181020
24,38,Mo Bamba,Sheck Wes,Sheck Wes,hip-hop,20180908,82,24,7,20181020
25,NEW,Stoopid,6Ix9Ine Featuring Bobby Shmurda,6Ix9Ine,hip-hop,20181020,25,25,1,20181020
26,31,Yes Indeed,Lil Baby & Drake,Lil Baby,hip-hop,20180526,49,6,22,20181020
27,32,Big Bank,"Yg Featuring 2 Chainz, Big Sean & Nicki  Minaj",Yg,hip-hop,20180707,56,16,16,20181020
28,NEW,Close Friends,Lil Baby,Lil Baby,hip-hop,20181020,28,28,1,20181020
29,7,Uproar,Lil Wayne,Lil Wayne,hip-hop,20181013,7,7,2,20181020
30,33,Boo'd Up,Ella Mai,Ella Mai,rnb / soul,20180414,78,5,28,20181020
31,27,Taki Taki,"Dj Snake Featuring Selena Gomez, Ozuna & Cardi B",Dj Snake,hip-hop,20181013,27,27,2,20181020
32,30,No Brainer,"Dj Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",Dj Khaled,hip-hop,20180811,5,5,11,20181020
33,37,Delicate,Taylor Swift,Taylor Swift,country / folk,20180324,84,12,31,20181020
34,35,Meant To Be,Bebe Rexha & Florida Georgia Line,Bebe Rexha,pop,20171111,61,2,51,20181020
35,49,High Hopes,Panic! At The Disco,Panic! At The Disco,rock,20180901,90,35,8,20181020
36,NEW,I'll Never Love Again,Lady Gaga,Lady Gaga,pop,20181020,36,36,1,20181020
37,41,Sad!,Xxxtentacion,Xxxtentacion,hip-hop,20180317,17,1,32,20181020
38,44,Psycho,Post Malone Featuring Ty Dolla $Ign,Post Malone,hip-hop,20180310,2,1,33,20181020
39,48,Broken,Lovelytheband,Lovelytheband,rock,20180728,84,39,13,20181020
40,42,I Like Me Better,Lauv,Lauv,pop,20180224,96,27,35,20181020
41,NEW,Always Remember Us This Way,Lady Gaga,Lady Gaga,pop,20181020,41,41,1,20181020
42,45,I'm A Mess,Bebe Rexha,Bebe Rexha,pop,20180728,92,36,13,20181020
43,NEW,Venom,Eminem,Eminem,hip-hop,20181020,43,43,1,20181020
