this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
27,28,CoCo,O.T. Genasis,O.T. Genasis,hip-hop,20141206,77,20,20,20141227
28,29,Beg For It,Iggy Azalea Featuring Mo,Iggy Azalea,hip-hop,20141108,92,27,16,20141227
29,25,Don't Tell 'Em,Jeremih Featuring Yg,Jeremih,rnb / soul,20140712,89,6,31,20141227
30,30,Black Widow,Iggy Azalea Featuring Rita Ora,Iggy Azalea,hip-hop,20140719,97,3,30,20141227
31,27,Trumpets,Jason Derulo,Jason Derulo,rnb / soul,20140628,57,14,30,20141227
32,37,Riptide,Vance Joy,Vance Joy,country / folk,20140712,92,30,44,20141227
33,33,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,Rich Gang,hip-hop,20140802,89,16,25,20141227
34,31,Chandelier,Sia,Sia,pop,20140524,75,8,46,20141227
35,49,Heroes (We Could Be),Alesso Featuring Tove Lo,Alesso,electronic,20141018,89,31,20,20141227
36,36,Rather Be,Clean Bandit Featuring Jess Glynne,Clean Bandit,pop,20140628,97,10,31,20141227
37,45,I Don't Mind,Usher Featuring Juicy J,Usher,rnb / soul,20141206,95,11,23,20141227
38,52,Something In The Water,Carrie Underwood,Carrie Underwood,country / folk,20141018,24,24,20,20141227
39,43,Shotgun Rider,Tim Mcgraw,Tim Mcgraw,country / folk,20141018,97,38,20,20141227
40,50,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,pop,20141220,50,35,3,20141227
41,35,L.A.LOVE (la la),Fergie,Fergie,pop,20141025,97,27,18,20141227
42,44,Stolen Dance,Milky Chance,Milky Chance,rock,20140809,95,39,25,20141227
43,42,Rude,Magic!,Magic!,reggae,20140510,97,1,41,20141227
44,41,Hold You Down,"Dj Khaled Feat Chris Brown, August Alsina, Future & Jeremih",Dj Khaled Feat Chris Brown,pop,20140920,98,39,20,20141227
45,48,Try Me,Dej Loaf,Dej Loaf,hip-hop,20141108,67,45,20,20141227
46,39,Cool Kids,Echosmith,Echosmith,rock,20140726,87,13,23,20141227
47,46,"Touchin', Lovin'",Trey Songz Featuring Nicki Minaj,Trey Songz,rnb / soul,20140920,95,43,20,20141227
48,38,"Mary, Did You Know?",Pentatonix,Pentatonix,pop,20141206,26,26,6,20141227
49,47,New Flame,Chris Brown Featuring Usher & Rick Ross,Chris Brown,rnb / soul,20140809,87,27,21,20141227
50,53,About The Money,T.I. Featuring Young Thug,T.I.,hip-hop,20140823,99,42,20,20141227
51,60,Talladega,Eric Church,Eric Church,country / folk,20141108,90,43,20,20141227
52,57,Perfect Storm,Brad Paisley,Brad Paisley,country / folk,20141025,85,52,16,20141227
53,51,Night Changes,One Direction,One Direction,pop,20141206,55,31,20,20141227
54,95,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,Blake Shelton,country / folk,20141220,95,47,17,20141227
55,55,Anaconda,Nicki Minaj,Nicki Minaj,hip-hop,20140823,19,2,22,20141227
56,34,Make It Rain,Ed Sheeran,Ed Sheeran,pop,20141220,34,34,2,20141227
57,62,Ghost,Ella Henderson,Ella Henderson,pop,20141115,75,21,20,20141227
58,65,Sun Daze,Florida Georgia Line,Florida Georgia Line,country / folk,20141115,95,44,19,20141227
59,NEW,The Old Rugged Cross,Craig Wayne Boyde,Craig Wayne Boyde,pop,20141227,59,59,1,20141227
60,56,Dangerous,David Guetta Featuring Sam Martin,David Guetta,electronic,20141108,96,56,15,20141227
61,70,I See You,Luke Bryan,Luke Bryan,country / folk,20141213,89,41,19,20141227
62,54,Girl In A Country Song,Maddie & Tae,Maddie & Tae,country / folk,20140830,78,54,19,20141227
63,68,I Bet My Life,Imagine Dragons,Imagine Dragons,rock,20141206,72,28,20,20141227
64,92,Santa Tell Me,Ariana Grande,Ariana Grande,pop,20141213,65,42,5,20141227
65,58,Somewhere In My Car,Keith Urban,Keith Urban,country / folk,20140913,91,49,20,20141227
66,66,No Flex Zone!!,Rae Sremmurd,Rae Sremmurd,hip-hop,20140816,98,36,20,20141227
67,78,I Lived,Onerepublic,Onerepublic,rock,20141213,71,32,17,20141227
68,73,Til It's Gone,Kenny Chesney,Kenny Chesney,country / folk,20141115,100,60,14,20141227
69,71,Close Your Eyes,Parmalee,Parmalee,rock,20141011,98,69,16,20141227
70,63,Steal My Girl,One Direction,One Direction,pop,20141018,13,13,18,20141227
71,61,God Made Girls,Raelynn,Raelynn,country / folk,20141108,98,61,16,20141227
72,76,Drinking Class,Lee Brice,Lee Brice,country / folk,20141101,99,60,20,20141227
73,NEW,Wet Dreamz,J. Cole,J. Cole,hip-hop,20141227,73,73,2,20141227
74,77,Often,The Weeknd,The Weeknd,rnb / soul,20141101,97,59,20,20141227
75,67,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce,rnb / soul,20141213,41,41,11,20141227
76,NEW,Style,Taylor Swift,Taylor Swift,country / folk,20141227,76,76,1,20141227
77,74,Try,Colbie Caillat,Colbie Caillat,pop,20140920,94,65,18,20141227
78,69,No Love,August Alsina,August Alsina,hip-hop,20141004,73,69,18,20141227
79,87,Prayer In C,Lillywood & Robin Schulz,Lillywood,pop,20141220,87,23,20,20141227
80,83,Make Me Wanna,Thomas Rhett,Thomas Rhett,country / folk,20141129,99,43,20,20141227
81,NEW,Make It Rain,Matt Mcandrew,Matt Mcandrew,pop,20141227,81,81,1,20141227
82,88,Mean To Me,Brett Eldredge,Brett Eldredge,country / folk,20141122,95,53,20,20141227
83,75,Shut Up And Dance,Walk The Moon,Walk The Moon,rock,20141213,88,4,51,20141227
84,94,Just Gettin' Started,Jason Aldean,Jason Aldean,country / folk,20141220,94,54,17,20141227
85,91,She Knows,Ne-Yo Featuring Juicy J,Ne-Yo,rnb / soul,20141213,96,19,19,20141227
86,59,Yellow Flicker Beat,Lorde,Lorde,pop,20141129,82,34,8,20141227
87,97,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,Flo Rida,hip-hop,20141220,97,8,32,20141227
88,72,Fireball,Pitbull Featuring John Ryan,Pitbull,hip-hop,20140823,93,23,20,20141227
89,80,In Your Arms,Nico & Vinz,Nico & Vinz,pop,20141101,82,72,12,20141227
90,NEW,Have Yourself A Merry Little Christmas,Sam Smith,Sam Smith,rnb / soul,20141227,90,90,1,20141227
91,98,Like A Cowboy,Randy Houser,Randy Houser,country / folk,20141220,98,62,14,20141227
92,84,Body Language,Kid Ink Featuring Usher & Tinashe,Kid Ink,hip-hop,20141025,100,72,18,20141227
93,NEW,Come Join The Murder,The White Buffalo & The Forest Rangers,The White Buffalo & The Forest Rangers,country / folk,20141227,93,93,1,20141227
94,99,Sledgehammer,Fifth Harmony,Fifth Harmony,pop,20141213,93,40,15,20141227
95,NEW,No Role Modelz,J. Cole,J. Cole,hip-hop,20141227,95,95,1,20141227
96,89,Burnin' Up,Jessie J Featuring 2 Chainz,Jessie J,pop,20141206,90,89,4,20141227
97,NEW,Homegrown Honey,Darius Rucker,Darius Rucker,country / folk,20141227,97,53,18,20141227
98,NEW,When I Was Your Man,Chris Jamison,Chris Jamison,pop,20141227,98,98,1,20141227
99,93,Neon Light,Blake Shelton,Blake Shelton,country / folk,20140906,81,43,17,20141227
100,NEW,Break The Rules,Charli Xcx,Charli Xcx,pop,20141227,100,91,3,20141227
1,1,Blank Space,Taylor Swift,Taylor Swift,country / folk,20141115,18,1,36,20141220
2,3,Take Me To Church,Hozier,Hozier,rock,20140830,96,2,41,20141220
3,2,All About That Bass,Meghan Trainor,Meghan Trainor,pop,20140726,84,1,47,20141220
4,5,Animals,Maroon 5,Maroon 5,rock,20140906,86,3,33,20141220
5,8,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Mark Ronson,rnb / soul,20141129,65,1,55,20141220
6,4,Shake It Off,Taylor Swift,Taylor Swift,country / folk,20140906,1,1,50,20141220
7,7,I'm Not The Only One,Sam Smith,Sam Smith,rnb / soul,20140927,93,5,36,20141220
8,13,Lips Are Movin',Meghan Trainor,Meghan Trainor,pop,20141108,93,4,29,20141220
9,11,Jealous,Nick Jonas,Nick Jonas,pop,20140927,78,7,32,20141220
10,10,Love Me Harder,Ariana Grande & The Weeknd,Ariana Grande & The Weeknd,pop,20141025,79,7,22,20141220
11,9,Habits (Stay High),Tove Lo,Tove Lo,pop,20140614,66,3,39,20141220
12,6,The Heart Wants What It Wants,Selena Gomez,Selena Gomez,pop,20141122,25,6,20,20141220
13,18,7/11,Beyonce,Beyonce,rnb / soul,20141213,18,13,20,20141220
14,15,I Don't Fuck With You,Big Sean Featuring E-40,Big Sean,hip-hop,20141011,70,11,29,20141220
15,12,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,James Newton Howard,pop,20141213,12,12,17,20141220
16,16,Tuesday,I Love Makonnen Featuring Drake,I Love Makonnen,hip-hop,20141011,90,12,22,20141220
17,17,Don't,Ed Sheeran,Ed Sheeran,pop,20140628,46,9,36,20141220
18,20,Waves,Mr. Probz,Mr. Probz,hip-hop,20140906,88,14,25,20141220
19,14,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj","Jessie J, Ariana Grande & Nicki Minaj",pop,20140816,6,3,31,20141220
20,21,No Type,Rae Sremmurd,Rae Sremmurd,hip-hop,20141011,77,16,26,20141220
21,19,Hot Boy,Bobby Shmurda,Bobby Shmurda,hip-hop,20140816,96,6,25,20141220
22,23,Blame,Calvin Harris Featuring John Newman,Calvin Harris,pop,20140927,31,19,20,20141220
23,26,Stay With Me,Sam Smith,Sam Smith,rnb / soul,20140503,93,2,53,20141220
24,39,Thinking Out Loud,Ed Sheeran,Ed Sheeran,pop,20141025,69,2,58,20141220
25,25,Don't Tell 'Em,Jeremih Featuring Yg,Jeremih,rnb / soul,20140712,89,6,31,20141220
26,28,Centuries,Fall Out Boy,Fall Out Boy,pop,20140927,22,10,34,20141220
27,22,Trumpets,Jason Derulo,Jason Derulo,rnb / soul,20140628,57,14,30,20141220
28,38,CoCo,O.T. Genasis,O.T. Genasis,hip-hop,20141206,77,20,20,20141220
29,29,Beg For It,Iggy Azalea Featuring Mo,Iggy Azalea,hip-hop,20141108,92,27,16,20141220
30,24,Black Widow,Iggy Azalea Featuring Rita Ora,Iggy Azalea,hip-hop,20140719,97,3,30,20141220
31,35,Chandelier,Sia,Sia,pop,20140524,75,8,46,20141220
32,33,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Nicki Minaj,hip-hop,20141115,54,12,25,20141220
33,30,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,Rich Gang,hip-hop,20140802,89,16,25,20141220
34,NEW,Make It Rain,Ed Sheeran,Ed Sheeran,pop,20141220,34,34,2,20141220
35,27,L.A.LOVE (la la),Fergie,Fergie,pop,20141025,97,27,18,20141220
36,32,Rather Be,Clean Bandit Featuring Jess Glynne,Clean Bandit,pop,20140628,97,10,31,20141220
37,40,Riptide,Vance Joy,Vance Joy,country / folk,20140712,92,30,44,20141220
38,60,"Mary, Did You Know?",Pentatonix,Pentatonix,pop,20141206,26,26,6,20141220
39,36,Cool Kids,Echosmith,Echosmith,rock,20140726,87,13,23,20141220
40,NEW,The Blower's Daughter,Matt Mcandrew,Matt Mcandrew,pop,20141220,40,40,1,20141220
41,43,Hold You Down,"Dj Khaled Feat Chris Brown, August Alsina, Future & Jeremih",Dj Khaled Feat Chris Brown,pop,20140920,98,39,20,20141220
42,37,Rude,Magic!,Magic!,reggae,20140510,97,1,41,20141220
43,47,Shotgun Rider,Tim Mcgraw,Tim Mcgraw,country / folk,20141018,97,38,20,20141220
44,51,Stolen Dance,Milky Chance,Milky Chance,rock,20140809,95,39,25,20141220
45,54,I Don't Mind,Usher Featuring Juicy J,Usher,rnb / soul,20141206,95,11,23,20141220
46,55,"Touchin', Lovin'",Trey Songz Featuring Nicki Minaj,Trey Songz,rnb / soul,20140920,95,43,20,20141220
47,48,New Flame,Chris Brown Featuring Usher & Rick Ross,Chris Brown,rnb / soul,20140809,87,27,21,20141220
48,46,Try Me,Dej Loaf,Dej Loaf,hip-hop,20141108,67,45,20,20141220
49,53,Heroes (We Could Be),Alesso Featuring Tove Lo,Alesso,electronic,20141018,89,31,20,20141220
50,NEW,All I Want For Christmas Is You,Mariah Carey,Mariah Carey,pop,20141220,50,35,3,20141220
51,31,Night Changes,One Direction,One Direction,pop,20141206,55,31,20,20141220
52,52,Something In The Water,Carrie Underwood,Carrie Underwood,country / folk,20141018,24,24,20,20141220
53,58,About The Money,T.I. Featuring Young Thug,T.I.,hip-hop,20140823,99,42,20,20141220
54,59,Girl In A Country Song,Maddie & Tae,Maddie & Tae,country / folk,20140830,78,54,19,20141220
55,49,Anaconda,Nicki Minaj,Nicki Minaj,hip-hop,20140823,19,2,22,20141220
56,61,Dangerous,David Guetta Featuring Sam Martin,David Guetta,electronic,20141108,96,56,15,20141220
57,64,Perfect Storm,Brad Paisley,Brad Paisley,country / folk,20141025,85,52,16,20141220
58,57,Somewhere In My Car,Keith Urban,Keith Urban,country / folk,20140913,91,49,20,20141220
59,34,Yellow Flicker Beat,Lorde,Lorde,pop,20141129,82,34,8,20141220
60,69,Talladega,Eric Church,Eric Church,country / folk,20141108,90,43,20,20141220
61,86,God Made Girls,Raelynn,Raelynn,country / folk,20141108,98,61,16,20141220
62,67,Ghost,Ella Henderson,Ella Henderson,pop,20141115,75,21,20,20141220
63,45,Steal My Girl,One Direction,One Direction,pop,20141018,13,13,18,20141220
64,63,0 To 100 / The Catch Up,Drake,Drake,hip-hop,20140809,63,35,20,20141220
65,68,Sun Daze,Florida Georgia Line,Florida Georgia Line,country / folk,20141115,95,44,19,20141220
66,62,No Flex Zone!!,Rae Sremmurd,Rae Sremmurd,hip-hop,20140816,98,36,20,20141220
67,41,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce,rnb / soul,20141213,41,41,11,20141220
68,56,I Bet My Life,Imagine Dragons,Imagine Dragons,rock,20141206,72,28,20,20141220
69,72,No Love,August Alsina,August Alsina,hip-hop,20141004,73,69,18,20141220
70,89,I See You,Luke Bryan,Luke Bryan,country / folk,20141213,89,41,19,20141220
71,79,Close Your Eyes,Parmalee,Parmalee,rock,20141011,98,69,16,20141220
72,50,Fireball,Pitbull Featuring John Ryan,Pitbull,hip-hop,20140823,93,23,20,20141220
73,82,Til It's Gone,Kenny Chesney,Kenny Chesney,country / folk,20141115,100,60,14,20141220
74,73,Try,Colbie Caillat,Colbie Caillat,pop,20140920,94,65,18,20141220
75,88,Shut Up And Dance,Walk The Moon,Walk The Moon,rock,20141213,88,4,51,20141220
76,78,Drinking Class,Lee Brice,Lee Brice,country / folk,20141101,99,60,20,20141220
77,83,Often,The Weeknd,The Weeknd,rnb / soul,20141101,97,59,20,20141220
78,71,I Lived,Onerepublic,Onerepublic,rock,20141213,71,32,17,20141220
79,74,Burnin' It Down,Jason Aldean,Jason Aldean,country / folk,20140809,12,12,20,20141220
80,85,In Your Arms,Nico & Vinz,Nico & Vinz,pop,20141101,82,72,12,20141220
81,76,Look At You,Big & Rich,Big & Rich,country / folk,20140920,100,73,14,20141220
82,66,Day Drinking,Little Big Town,Little Big Town,country / folk,20140816,100,40,19,20141220
83,92,Make Me Wanna,Thomas Rhett,Thomas Rhett,country / folk,20141129,99,43,20,20141220
84,91,Body Language,Kid Ink Featuring Usher & Tinashe,Kid Ink,hip-hop,20141025,100,72,18,20141220
85,81,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,Nicki Minaj,hip-hop,20141206,70,70,3,20141220
86,87,Feelin' It,Scotty Mccreery,Scotty Mccreery,country / folk,20141011,96,84,11,20141220
87,NEW,Prayer In C,Lillywood & Robin Schulz,Lillywood,pop,20141220,87,23,20,20141220
88,97,Mean To Me,Brett Eldredge,Brett Eldredge,country / folk,20141122,95,53,20,20141220
89,90,Burnin' Up,Jessie J Featuring 2 Chainz,Jessie J,pop,20141206,90,89,4,20141220
90,NEW,Geronimo,Sheppard,Sheppard,rock,20141220,90,90,1,20141220
91,96,She Knows,Ne-Yo Featuring Juicy J,Ne-Yo,rnb / soul,20141213,96,19,19,20141220
92,65,Santa Tell Me,Ariana Grande,Ariana Grande,pop,20141213,65,42,5,20141220
93,77,Neon Light,Blake Shelton,Blake Shelton,country / folk,20140906,81,43,17,20141220
94,NEW,Just Gettin' Started,Jason Aldean,Jason Aldean,country / folk,20141220,94,54,17,20141220
95,NEW,Lonely Tonight,Blake Shelton Featuring Ashley Monroe,Blake Shelton,country / folk,20141220,95,47,17,20141220
96,80,i,Kendrick Lamar,Kendrick Lamar,hip-hop,20141011,39,39,11,20141220
97,NEW,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,Flo Rida,hip-hop,20141220,97,8,32,20141220
98,NEW,Like A Cowboy,Randy Houser,Randy Houser,country / folk,20141220,98,62,14,20141220
99,93,Sledgehammer,Fifth Harmony,Fifth Harmony,pop,20141213,93,40,15,20141220
100,NEW,Royals,Taylor John Williams,Taylor John Williams,pop,20141220,100,100,1,20141220
1,1,Blank Space,Taylor Swift,Taylor Swift,country / folk,20141115,18,1,36,20141213
2,2,All About That Bass,Meghan Trainor,Meghan Trainor,pop,20140726,84,1,47,20141213
3,3,Take Me To Church,Hozier,Hozier,rock,20140830,96,2,41,20141213
4,5,Shake It Off,Taylor Swift,Taylor Swift,country / folk,20140906,1,1,50,20141213
5,4,Animals,Maroon 5,Maroon 5,rock,20140906,86,3,33,20141213
6,20,The Heart Wants What It Wants,Selena Gomez,Selena Gomez,pop,20141122,25,6,20,20141213
7,7,I'm Not The Only One,Sam Smith,Sam Smith,rnb / soul,20140927,93,5,36,20141213
8,18,Uptown Funk!,Mark Ronson Featuring Bruno Mars,Mark Ronson,rnb / soul,20141129,65,1,55,20141213
9,6,Habits (Stay High),Tove Lo,Tove Lo,pop,20140614,66,3,39,20141213
10,9,Love Me Harder,Ariana Grande & The Weeknd,Ariana Grande & The Weeknd,pop,20141025,79,7,22,20141213
11,8,Jealous,Nick Jonas,Nick Jonas,pop,20140927,78,7,32,20141213
12,NEW,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,James Newton Howard,pop,20141213,12,12,17,20141213
13,19,Lips Are Movin',Meghan Trainor,Meghan Trainor,pop,20141108,93,4,29,20141213
14,12,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj","Jessie J, Ariana Grande & Nicki Minaj",pop,20140816,6,3,31,20141213
15,11,I Don't Fuck With You,Big Sean Featuring E-40,Big Sean,hip-hop,20141011,70,11,29,20141213
16,13,Tuesday,I Love Makonnen Featuring Drake,I Love Makonnen,hip-hop,20141011,90,12,22,20141213
17,10,Don't,Ed Sheeran,Ed Sheeran,pop,20140628,46,9,36,20141213
18,NEW,7/11,Beyonce,Beyonce,rnb / soul,20141213,18,13,20,20141213
19,15,Hot Boy,Bobby Shmurda,Bobby Shmurda,hip-hop,20140816,96,6,25,20141213
20,14,Waves,Mr. Probz,Mr. Probz,hip-hop,20140906,88,14,25,20141213
21,16,No Type,Rae Sremmurd,Rae Sremmurd,hip-hop,20141011,77,16,26,20141213
22,17,Trumpets,Jason Derulo,Jason Derulo,rnb / soul,20140628,57,14,30,20141213
23,21,Blame,Calvin Harris Featuring John Newman,Calvin Harris,pop,20140927,31,19,20,20141213
24,23,Black Widow,Iggy Azalea Featuring Rita Ora,Iggy Azalea,hip-hop,20140719,97,3,30,20141213
25,22,Don't Tell 'Em,Jeremih Featuring Yg,Jeremih,rnb / soul,20140712,89,6,31,20141213
26,24,Stay With Me,Sam Smith,Sam Smith,rnb / soul,20140503,93,2,53,20141213
27,36,L.A.LOVE (la la),Fergie,Fergie,pop,20141025,97,27,18,20141213
28,25,Centuries,Fall Out Boy,Fall Out Boy,pop,20140927,22,10,34,20141213
29,35,Beg For It,Iggy Azalea Featuring Mo,Iggy Azalea,hip-hop,20141108,92,27,16,20141213
30,27,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,Rich Gang,hip-hop,20140802,89,16,25,20141213
31,55,Night Changes,One Direction,One Direction,pop,20141206,55,31,20,20141213
32,28,Rather Be,Clean Bandit Featuring Jess Glynne,Clean Bandit,pop,20140628,97,10,31,20141213
33,31,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",Nicki Minaj,hip-hop,20141115,54,12,25,20141213
34,65,Yellow Flicker Beat,Lorde,Lorde,pop,20141129,82,34,8,20141213
35,32,Chandelier,Sia,Sia,pop,20140524,75,8,46,20141213
36,30,Cool Kids,Echosmith,Echosmith,rock,20140726,87,13,23,20141213
37,33,Rude,Magic!,Magic!,reggae,20140510,97,1,41,20141213
38,77,CoCo,O.T. Genasis,O.T. Genasis,hip-hop,20141206,77,20,20,20141213
39,40,Thinking Out Loud,Ed Sheeran,Ed Sheeran,pop,20141025,69,2,58,20141213
40,34,Riptide,Vance Joy,Vance Joy,country / folk,20140712,92,30,44,20141213
41,NEW,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,Beyonce,rnb / soul,20141213,41,41,11,20141213
42,42,Break Free,Ariana Grande Featuring Zedd,Ariana Grande,pop,20140719,15,4,22,20141213
43,39,Hold You Down,"Dj Khaled Feat Chris Brown, August Alsina, Future & Jeremih",Dj Khaled Feat Chris Brown,pop,20140920,98,39,20,20141213
44,48,Fancy,Iggy Azalea Featuring Charli Xcx,Iggy Azalea,hip-hop,20140322,88,1,39,20141213
45,29,Steal My Girl,One Direction,One Direction,pop,20141018,13,13,18,20141213
46,47,Try Me,Dej Loaf,Dej Loaf,hip-hop,20141108,67,45,20,20141213
47,45,Shotgun Rider,Tim Mcgraw,Tim Mcgraw,country / folk,20141018,97,38,20,20141213
48,37,New Flame,Chris Brown Featuring Usher & Rick Ross,Chris Brown,rnb / soul,20140809,87,27,21,20141213
49,54,Anaconda,Nicki Minaj,Nicki Minaj,hip-hop,20140823,19,2,22,20141213
50,68,Fireball,Pitbull Featuring John Ryan,Pitbull,hip-hop,20140823,93,23,20,20141213
51,41,Stolen Dance,Milky Chance,Milky Chance,rock,20140809,95,39,25,20141213
52,38,Something In The Water,Carrie Underwood,Carrie Underwood,country / folk,20141018,24,24,20,20141213
53,53,Heroes (We Could Be),Alesso Featuring Tove Lo,Alesso,electronic,20141018,89,31,20,20141213
54,95,I Don't Mind,Usher Featuring Juicy J,Usher,rnb / soul,20141206,95,11,23,20141213
55,44,"Touchin', Lovin'",Trey Songz Featuring Nicki Minaj,Trey Songz,rnb / soul,20140920,95,43,20,20141213
56,72,I Bet My Life,Imagine Dragons,Imagine Dragons,rock,20141206,72,28,20,20141213
57,51,Somewhere In My Car,Keith Urban,Keith Urban,country / folk,20140913,91,49,20,20141213
58,57,About The Money,T.I. Featuring Young Thug,T.I.,hip-hop,20140823,99,42,20,20141213
59,56,Girl In A Country Song,Maddie & Tae,Maddie & Tae,country / folk,20140830,78,54,19,20141213
60,26,"Mary, Did You Know?",Pentatonix,Pentatonix,pop,20141206,26,26,6,20141213
61,66,Dangerous,David Guetta Featuring Sam Martin,David Guetta,electronic,20141108,96,56,15,20141213
62,60,No Flex Zone!!,Rae Sremmurd,Rae Sremmurd,hip-hop,20140816,98,36,20,20141213
63,59,0 To 100 / The Catch Up,Drake,Drake,hip-hop,20140809,63,35,20,20141213
64,61,Perfect Storm,Brad Paisley,Brad Paisley,country / folk,20141025,85,52,16,20141213
65,NEW,Santa Tell Me,Ariana Grande,Ariana Grande,pop,20141213,65,42,5,20141213
66,58,Day Drinking,Little Big Town,Little Big Town,country / folk,20140816,100,40,19,20141213
67,52,Ghost,Ella Henderson,Ella Henderson,pop,20141115,75,21,20,20141213
68,73,Sun Daze,Florida Georgia Line,Florida Georgia Line,country / folk,20141115,95,44,19,20141213
69,71,Talladega,Eric Church,Eric Church,country / folk,20141108,90,43,20,20141213
70,NEW,Guts Over Fear,Eminem Featuring Sia,Eminem,hip-hop,20141213,70,70,1,20141213
71,NEW,I Lived,Onerepublic,Onerepublic,rock,20141213,71,32,17,20141213
72,75,No Love,August Alsina,August Alsina,hip-hop,20141004,73,69,18,20141213
73,74,Try,Colbie Caillat,Colbie Caillat,pop,20140920,94,65,18,20141213
74,69,Burnin' It Down,Jason Aldean,Jason Aldean,country / folk,20140809,12,12,20,20141213
75,94,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,Jennifer Lopez,pop,20141206,94,75,2,20141213
76,76,Look At You,Big & Rich,Big & Rich,country / folk,20140920,100,73,14,20141213
77,64,Neon Light,Blake Shelton,Blake Shelton,country / folk,20140906,81,43,17,20141213
78,82,Drinking Class,Lee Brice,Lee Brice,country / folk,20141101,99,60,20,20141213
79,80,Close Your Eyes,Parmalee,Parmalee,rock,20141011,98,69,16,20141213
80,62,i,Kendrick Lamar,Kendrick Lamar,hip-hop,20141011,39,39,11,20141213
81,70,Bed Of Lies,Nicki Minaj Featuring Skylar Grey,Nicki Minaj,hip-hop,20141206,70,70,3,20141213
82,86,Til It's Gone,Kenny Chesney,Kenny Chesney,country / folk,20141115,100,60,14,20141213
