this_week_position,last_week_position,track,artist,clean_artist,genre,entry_date,entry_position,peak_position,total_weeks,chart_date
94,102,Anna (Go To Him),Arthur Alexander,Arthur Alexander,rnb / soul,19621013,113,68,8,19621027
95,128,The Lonely Bull (El Solo Torro),The Tijuana Brass Featuring Herb Alpert,The Tijuana Brass,pop,19621020,128,6,15,19621027
96,98,Stubborn Kind Of Fellow,Marvin Gaye,Marvin Gaye,rnb / soul,19621020,98,46,9,19621027
97,NEW,Mama Sang A Song,Bill Anderson,Bill Anderson,country / folk,19621027,97,89,7,19621027
98,107,One More Town,The Kingston Trio,The Kingston Trio,country / folk,19621006,126,97,8,19621027
99,108,Where Do You Come From,Elvis Presley,Elvis Presley,rock,19621020,108,99,6,19621027
100,NEW,Four Walls,Kay Starr,Kay Starr,jazz,19621027,100,92,5,19621027
101,103,What Kind Of Fool Am I,Robert Goulet,Robert Goulet,pop,19621006,89,89,8,19621027
102,104,I'll Remember Carol,Tommy Boyce,Tommy Boyce,rock,19621006,101,80,6,19621027
103,NEW,What Can't He Be You,Patsy Cline,Patsy Cline,country / folk,19621027,103,103,2,19621027
104,79,The Alley Cat Song,David Thorne,David Thorne,pop,19621020,79,76,5,19621027
105,114,"A True, True Love (Love Theme From ""If A Man Answers"")",Bobby Darin,Bobby Darin,jazz,19621013,108,105,4,19621027
106,106,Let's Go (Pony),The Routers,The Routers,pop,19620929,115,19,16,19621027
107,NEW,I'm So Lonesome I Could Cry,Johnny Tillotson,Johnny Tillotson,pop,19621027,107,107,2,19621027
108,NEW,Keep Your Hands Off My Baby,Litta Eva,Litta Eva,pop,19621027,108,12,13,19621027
109,110,Don't Stop The Wedding,Ann Cole,Ann Cole,pop,19621020,110,109,2,19621027
110,NEW,Blue Flame,Billy Vaughn And His Orchestra,Billy Vaughn And His Orchestra,pop,19621027,110,107,2,19621027
111,113,You Can't Lie To A Liar,Kitty Lester,Kitty Lester,pop,19620922,119,90,6,19621027
112,101,"Cold, Cold Heart",Dinah Washington,Dinah Washington,jazz,19621013,102,101,3,19621027
113,NEW,Heartbreaker,Dean Christie,Dean Christie,rock,19621027,113,87,6,19621027
114,NEW,I Dig This Station,Gary (U.S.) Bonds,Gary (U.S.) Bonds,pop,19621027,114,101,4,19621027
115,112,After Loving You,Eddy Arnold,Eddy Arnold,country / folk,19621006,128,112,4,19621027
116,126,Wonderful One,The Shondells,The Shondells,pop,19621013,118,116,3,19621027
117,118,Up On The Roof,The Drifters,The Drifters,rnb / soul,19621013,120,5,23,19621027
118,123,Tear For Tear,"Gene ""Duke Of Earl"" Chandler","Gene ""Duke Of Earl"" Chandler",pop,19621020,123,114,4,19621027
119,97,Limbo Dance,The Champs,The Champs,pop,19621006,121,97,4,19621027
120,NEW,Slightly Out Of Tune,Julie London,Julie London,jazz,19621027,120,110,3,19621027
121,94,When The Boys Get Together,Joanie Sommers,Joanie Sommers,pop,19621006,100,94,6,19621027
122,NEW,Bluebirds Over The Mountain,The Echoes,The Echoes,pop,19621027,122,112,4,19621027
123,129,Minstrel And Queen,The Impressions,The Impressions,rnb / soul,19621013,126,113,4,19621027
1,2,Monster Mash,Bobby (Boris) Pickett And The Crypt-Kickers,Bobby (Boris) Pickett And The Crypt-Kickers,pop,19620908,72,1,14,19621020
2,1,Sherry,The Four Seasons,The Four Seasons,pop,19620825,65,1,14,19621020
3,7,Do You Love Me,The Contours,The Contours,rnb / soul,19620811,100,3,18,19621020
4,11,He's A Rebel,The Crystals (The Blossoms),The Crystals (The Blossoms),pop,19620908,98,1,18,19621020
5,5,I Remember You,Frank Ifield,Frank Ifield,pop,19620901,114,5,12,19621020
6,8,Patches,Dickey Lee,Dickey Lee,rock,19620818,110,6,15,19621020
7,3,Ramblin' Rose,Nat King Cole,Nat King Cole,jazz,19620804,91,2,16,19621020
8,13,Only Love Can Break A Heart,Gene Pitney,Gene Pitney,pop,19620901,108,2,16,19621020
9,6,Green Onions,Booker T. And The Mg'S,Booker T. And The Mg'S,rnb / soul,19620804,118,3,17,19621020
10,4,Let's Dance,Chris Montez,Chris Montez,pop,19620818,78,4,13,19621020
11,10,If I Had A Hammer (The Hammer Song),"Peter, Paul And Mary","Peter, Paul And Mary",country / folk,19620818,90,10,12,19621020
12,12,Venus In Blue Jeans,Jimmy Clanton,Jimmy Clanton,pop,19620811,112,7,14,19621020
13,9,Alley Cat,Bent Fabric And His Piano,Bent Fabric And His Piano,pop,19620728,84,7,18,19621020
14,14,Surfin' Safari,The Beach Boys,The Beach Boys,rock,19620811,85,14,17,19621020
15,21,All Alone Am I,Brenda Lee,Brenda Lee,pop,19620929,50,3,15,19621020
16,24,Popeye The Hitchiker,Chubby Checker,Chubby Checker,rock,19620915,70,10,13,19621020
17,26,Don't Go Near The Indians,Rex Allen,Rex Allen,country / folk,19620908,108,17,9,19621020
18,30,What Kind Of Fool Am I,Sammy Davis Jr.,Sammy Davis Jr.,jazz,19620901,90,17,15,19621020
19,23,I Left My Heart In San Francisco,Tony Bennett,Tony Bennett,jazz,19620811,87,19,21,19621020
20,31,Gina,Johnny Mathis,Johnny Mathis,pop,19620922,80,6,12,19621020
21,19,Lie To Me,Brook Benton,Brook Benton,rnb / soul,19620825,69,13,10,19621020
22,37,Close To Cathy,Mike Clifford,Mike Clifford,pop,19620908,120,12,14,19621020
23,33,Limbo Rock,Chubby Checker,Chubby Checker,rock,19620908,85,2,23,19621020
24,18,What Kind Of Love Is This,Joey Dee And The Starliters,Joey Dee And The Starliters,rock,19620818,115,18,11,19621020
25,25,Hully Gully Baby,The Dovells,The Dovells,pop,19620811,97,25,12,19621020
26,28,Torture,Kris Jensen,Kris Jensen,rock,19620825,119,20,15,19621020
27,17,Rain Rain Go Away,Bobby Vinton,Bobby Vinton,pop,19620825,89,12,11,19621020
28,15,You Beat Me To The Punch,Mary Wells,Mary Wells,rnb / soul,19620811,73,9,12,19621020
29,44,Next Door To An Angel,Neil Sedaka,Neil Sedaka,pop,19621006,77,5,11,19621020
30,35,"King Of The Whole Wide World (From The ""Kid Galahad"" EP)",Elvis Presley,Elvis Presley,rock,19620922,69,30,7,19621020
31,41,Nothing Can Change This Love,Sam Cooke,Sam Cooke,rnb / soul,19620929,87,12,11,19621020
32,34,Little Black Book,Jimmy Dean,Jimmy Dean,country / folk,19620908,104,29,10,19621020
33,39,Warmed Over Kisses (Left Over Love),Brian Hyland,Brian Hyland,pop,19620922,86,25,8,19621020
34,27,You Belong To Me,The Duprees,The Duprees,pop,19620728,112,7,14,19621020
35,36,Hide And Go Seek (Part 1),Bunker Hill,Bunker Hill,rock,19620825,98,33,13,19621020
36,38,Stop The Music,The Shireless,The Shireless,pop,19620901,109,36,9,19621020
37,52,James (Hold The Ladder Steady),Sue Thompson,Sue Thompson,pop,19620929,83,17,10,19621020
38,16,Sheila,Tommy Roe,Tommy Roe,pop,19620714,120,1,16,19621020
39,20,Punish Her,Bobby Vee,Bobby Vee,pop,19620901,78,20,8,19621020
40,29,Teen Age Idol,Rick Nelson,Rick Nelson,rock,19620811,76,5,11,19621020
41,22,It Might As Well Rain Until September,Carole King,Carole King,country / folk,19620818,119,22,10,19621020
42,51,If A Man Answers,Bobby Darin,Bobby Darin,jazz,19620929,90,32,8,19621020
43,50,No One Will Ever Know,Jimmy Rodgers,Jimmy Rodgers,country / folk,19620825,106,43,12,19621020
44,48,Baby Face,Bobby Darin,Bobby Darin,jazz,19620929,84,42,7,19621020
45,47,Ten Lonely Guys,Pat Boone,Pat Boone,pop,19620922,85,45,7,19621020
46,56,Don't You Believe It,Andy Williams,Andy Williams,pop,19620915,96,39,10,19621020
47,69,The Cha-Cha-Cha,Bobby Rydell,Bobby Rydell,pop,19621006,127,10,12,19621020
48,60,Love Me Tender,Richard Chamberlain,Richard Chamberlain,pop,19621006,92,21,9,19621020
49,54,Stormy Monday Blues,Bobby Bland,Bobby Bland,rock,19620908,93,43,13,19621020
50,32,Beachwood 4-5789,The Marvelettes,The Marvelettes,rnb / soul,19620804,110,17,12,19621020
51,61,Susie Darlin',Tommy Roe,Tommy Roe,pop,19621006,81,35,8,19621020
52,71,Desafinado,Stan Getz / Charlie Byrd,Stan Getz / Charlie Byrd,jazz,19620929,93,15,16,19621020
53,53,Workin' For The Man,Roy Orbison,Roy Orbison,rock,19620922,90,33,11,19621020
54,55,Save All Your Lovin' For Me,Brenda Lee,Brenda Lee,pop,19620922,58,53,6,19621020
55,57,Sweet Sixteen,Earl Grant,Earl Grant,jazz,19620908,90,55,8,19621020
56,75,(Dance With The) Guitar Man,Duane Eddy And The Rebelettes,Duane Eddy And The Rebelettes,rock,19620929,114,12,17,19621020
57,88,I Was Such A Fool (To Fall In Love With You),Connie Francis,Connie Francis,pop,19621006,94,24,9,19621020
58,62,The Burning Of Atlanta,Claude King,Claude King,country / folk,19621006,84,53,6,19621020
59,40,Come On Little Angel,The Belmonts,The Belmonts,pop,19620714,115,28,15,19621020
60,77,I've Got A Woman (Part 1),Jimmy Mcgriff,Jimmy Mcgriff,jazz,19621013,77,20,9,19621020
61,63,Twistin' With Linda,The Isley Brothers,The Isley Brothers,rnb / soul,19620922,87,54,9,19621020
62,46,The Things We Did Last Summer,Shelley Fabares,Shelley Fabares,pop,19620915,82,46,6,19621020
63,42,A Wonderful Dream,The Majors,The Majors,pop,19620811,86,22,11,19621020
64,66,I'm Going Back To School,Dee Clark,Dee Clark,rnb / soul,19620929,111,52,8,19621020
65,74,Leah,Roy Orbison,Roy Orbison,rock,19620922,105,25,12,19621020
66,NEW,Big Girls Don't Cry,The Four Seasons,The Four Seasons,pop,19621020,66,1,16,19621020
67,72,Pop Pop Pop - Pie,The Sherrys,The Sherrys,pop,19621006,90,35,8,19621020
68,NEW,Return To Sender,Elvis Presley,Elvis Presley,rock,19621020,68,2,16,19621020
69,70,He Thinks I Still Care,Connie Francis,Connie Francis,pop,19621006,99,57,8,19621020
70,73,Second Fiddle Girl,Barbara Lynn,Barbara Lynn,rnb / soul,19620922,97,63,8,19621020
71,91,Don't Hang Up,The Orlons,The Orlons,rnb / soul,19621013,91,4,15,19621020
72,59,A Taste Of Honey,Martin Denny And His Orchestra,Martin Denny And His Orchestra,pop,19620707,102,50,16,19621020
73,80,I'll Bring It Home To You,Carla Thomas,Carla Thomas,rnb / soul,19621006,129,41,9,19621020
74,85,Mama Sang A Song,Stan Kenton,Stan Kenton,jazz,19621013,85,32,9,19621020
75,79,You Can Run (But You Can't Hide),Jerry Butler,Jerry Butler,rnb / soul,19621013,79,63,7,19621020
76,78,Next Door To The Blues,Etta James,Etta James,rock,19621013,78,72,4,19621020
77,83,"Lovers By Night, Strangers By Day",The Fleetwoods,The Fleetwoods,pop,19620929,113,36,12,19621020
78,87,Mr. Lonely,Buddy Greco,Buddy Greco,jazz,19620922,96,64,11,19621020
79,NEW,The Alley Cat Song,David Thorne,David Thorne,pop,19621020,79,76,5,19621020
80,81,Did You Ever See A Dream Walking,Fats Domino,Fats Domino,rock,19621006,97,79,5,19621020
81,84,I'm Here To Get My Baby Out Of Jail,The Everly Brothers,The Everly Brothers,pop,19621013,84,76,6,19621020
82,NEW,My Own True Love,The Duprees,The Duprees,pop,19621020,82,13,10,19621020
83,86,I Left My Heart In The Balcony,Linda Scott,Linda Scott,pop,19620922,98,74,8,19621020
84,NEW,Ride,Dee Dee Sharp,Dee Dee Sharp,rnb / soul,19621020,84,5,13,19621020
85,109,That Stranger Used To Be My Girl,Trade Martin,Trade Martin,pop,19621006,116,28,10,19621020
86,89,I've Been Everywhere,Hank Snow,Hank Snow,country / folk,19620922,112,68,10,19621020
87,NEW,Bobby's Girl,Marcie Blane,Marcie Blane,pop,19621020,87,3,16,19621020
88,93,Happy Weekend,"Dave ""Baby"" Cortez","Dave ""Baby"" Cortez",pop,19621013,93,67,7,19621020
89,49,You Can't Judge A Book By The Cover,Bo Diddley,Bo Diddley,rock,19620818,89,48,10,19621020
90,NEW,Mama Sang A Song,Walter Brennan,Walter Brennan,pop,19621020,90,38,8,19621020
91,NEW,Don't Ask Me To Be Friends,The Everly Brothers,The Everly Brothers,pop,19621020,91,48,7,19621020
92,95,Further More,Ray Stevens,Ray Stevens,country / folk,19621013,95,91,5,19621020
93,94,Fools Rush In,Etta James,Etta James,rock,19621013,94,87,3,19621020
94,96,When The Boys Get Together,Joanie Sommers,Joanie Sommers,pop,19621006,100,94,6,19621020
95,100,I'm Gonna Change Everything,Jim Reeves,Jim Reeves,country / folk,19620929,105,95,4,19621020
96,98,Heartaches,Patsy Cline,Patsy Cline,country / folk,19621013,98,73,7,19621020
97,116,Limbo Dance,The Champs,The Champs,pop,19621006,121,97,4,19621020
98,NEW,Stubborn Kind Of Fellow,Marvin Gaye,Marvin Gaye,rnb / soul,19621020,98,46,9,19621020
99,101,Untie Me,The Tams,The Tams,rnb / soul,19621013,101,60,8,19621020
100,104,Don't Ever Leave Me,Bob And Earl,Bob And Earl,rnb / soul,19621006,130,85,6,19621020
101,102,"Cold, Cold Heart",Dinah Washington,Dinah Washington,jazz,19621013,102,101,3,19621020
102,113,Anna (Go To Him),Arthur Alexander,Arthur Alexander,rnb / soul,19621013,113,68,8,19621020
103,107,What Kind Of Fool Am I,Robert Goulet,Robert Goulet,pop,19621006,89,89,8,19621020
104,92,I'll Remember Carol,Tommy Boyce,Tommy Boyce,rock,19621006,101,80,6,19621020
105,105,What Kind Of Fool Am I,Anthony Newley,Anthony Newley,pop,19620908,116,85,8,19621020
106,112,Let's Go (Pony),The Routers,The Routers,pop,19620929,115,19,16,19621020
107,122,One More Town,The Kingston Trio,The Kingston Trio,country / folk,19621006,126,97,8,19621020
108,NEW,Where Do You Come From,Elvis Presley,Elvis Presley,rock,19621020,108,99,6,19621020
109,NEW,Fiesta,"Dave ""Baby"" Cortez","Dave ""Baby"" Cortez",pop,19621020,109,109,1,19621020
110,NEW,Don't Stop The Wedding,Ann Cole,Ann Cole,pop,19621020,110,109,2,19621020
111,123,Right Now,Herbie Mann,Herbie Mann,jazz,19621013,123,111,2,19621020
112,114,After Loving You,Eddy Arnold,Eddy Arnold,country / folk,19621006,128,112,4,19621020
113,90,You Can't Lie To A Liar,Kitty Lester,Kitty Lester,pop,19620922,119,90,6,19621020
114,108,"A True, True Love (Love Theme From ""If A Man Answers"")",Bobby Darin,Bobby Darin,jazz,19621013,108,105,4,19621020
115,124,Midnight Sun,The Five Whispers,The Five Whispers,pop,19621013,124,115,2,19621020
116,117,Bustin' Surfboats,The Tornadoes,The Tornadoes,rock,19621013,117,116,2,19621020
117,121,Somewhere In This Town,Bruce Channel With The Stephen Scott Singers,Bruce Channel With The Stephen Scott Singers,pop,19621013,121,117,2,19621020
118,120,Up On The Roof,The Drifters,The Drifters,rnb / soul,19621013,120,5,23,19621020
119,NEW,Ol' Man River,Jimmy Smith,Jimmy Smith,jazz,19621020,119,119,1,19621020
120,NEW,Hello Out There,Carl Belew,Carl Belew,rock,19621020,120,120,1,19621020
121,119,Somebody Have Mercy,Sam Cooke,Sam Cooke,rnb / soul,19621013,119,70,8,19621020
122,125,I Found A New Love,The Blue Belles,The Blue Belles,pop,19621013,125,122,2,19621020
123,NEW,Tear For Tear,"Gene ""Duke Of Earl"" Chandler","Gene ""Duke Of Earl"" Chandler",pop,19621020,123,114,4,19621020
124,NEW,Magic Wand,Don And Juan,Don And Juan,pop,19621020,124,91,4,19621020
125,NEW,She's A Troublemaker,The Majors,The Majors,pop,19621020,125,125,1,19621020
126,118,Wonderful One,The Shondells,The Shondells,pop,19621013,118,116,3,19621020
127,NEW,Losers Weepers,Floyd Cramer,Floyd Cramer,pop,19621020,127,127,1,19621020
128,NEW,The Lonely Bull (El Solo Torro),The Tijuana Brass Featuring Herb Alpert,The Tijuana Brass,pop,19621020,128,6,15,19621020
129,126,Minstrel And Queen,The Impressions,The Impressions,rnb / soul,19621013,126,113,4,19621020
130,NEW,Naked City Theme,Nelson Riddle And His Orchestra,Nelson Riddle And His Orchestra,jazz,19621020,130,130,1,19621020
131,NEW,Any Other Way,William Bell,William Bell,rnb / soul,19621020,131,131,1,19621020
1,1,Sherry,The Four Seasons,The Four Seasons,pop,19620825,65,1,14,19621013
2,2,Monster Mash,Bobby (Boris) Pickett And The Crypt-Kickers,Bobby (Boris) Pickett And The Crypt-Kickers,pop,19620908,72,1,14,19621013
3,3,Ramblin' Rose,Nat King Cole,Nat King Cole,jazz,19620804,91,2,16,19621013
4,4,Let's Dance,Chris Montez,Chris Montez,pop,19620818,78,4,13,19621013
5,8,I Remember You,Frank Ifield,Frank Ifield,pop,19620901,114,5,12,19621013
6,5,Green Onions,Booker T. And The Mg'S,Booker T. And The Mg'S,rnb / soul,19620804,118,3,17,19621013
7,15,Do You Love Me,The Contours,The Contours,rnb / soul,19620811,100,3,18,19621013
8,6,Patches,Dickey Lee,Dickey Lee,rock,19620818,110,6,15,19621013
9,9,Alley Cat,Bent Fabric And His Piano,Bent Fabric And His Piano,pop,19620728,84,7,18,19621013
10,14,If I Had A Hammer (The Hammer Song),"Peter, Paul And Mary","Peter, Paul And Mary",country / folk,19620818,90,10,12,19621013
11,23,He's A Rebel,The Crystals (The Blossoms),The Crystals (The Blossoms),pop,19620908,98,1,18,19621013
12,7,Venus In Blue Jeans,Jimmy Clanton,Jimmy Clanton,pop,19620811,112,7,14,19621013
13,24,Only Love Can Break A Heart,Gene Pitney,Gene Pitney,pop,19620901,108,2,16,19621013
14,19,Surfin' Safari,The Beach Boys,The Beach Boys,rock,19620811,85,14,17,19621013
15,10,You Beat Me To The Punch,Mary Wells,Mary Wells,rnb / soul,19620811,73,9,12,19621013
16,11,Sheila,Tommy Roe,Tommy Roe,pop,19620714,120,1,16,19621013
17,12,Rain Rain Go Away,Bobby Vinton,Bobby Vinton,pop,19620825,89,12,11,19621013
18,20,What Kind Of Love Is This,Joey Dee And The Starliters,Joey Dee And The Starliters,rock,19620818,115,18,11,19621013
19,13,Lie To Me,Brook Benton,Brook Benton,rnb / soul,19620825,69,13,10,19621013
20,21,Punish Her,Bobby Vee,Bobby Vee,pop,19620901,78,20,8,19621013
21,35,All Alone Am I,Brenda Lee,Brenda Lee,pop,19620929,50,3,15,19621013
22,22,It Might As Well Rain Until September,Carole King,Carole King,country / folk,19620818,119,22,10,19621013
23,28,I Left My Heart In San Francisco,Tony Bennett,Tony Bennett,jazz,19620811,87,19,21,19621013
24,25,Popeye The Hitchiker,Chubby Checker,Chubby Checker,rock,19620915,70,10,13,19621013
25,26,Hully Gully Baby,The Dovells,The Dovells,pop,19620811,97,25,12,19621013
26,30,Don't Go Near The Indians,Rex Allen,Rex Allen,country / folk,19620908,108,17,9,19621013
27,17,You Belong To Me,The Duprees,The Duprees,pop,19620728,112,7,14,19621013
28,38,Torture,Kris Jensen,Kris Jensen,rock,19620825,119,20,15,19621013
29,16,Teen Age Idol,Rick Nelson,Rick Nelson,rock,19620811,76,5,11,19621013
30,40,What Kind Of Fool Am I,Sammy Davis Jr.,Sammy Davis Jr.,jazz,19620901,90,17,15,19621013
31,46,Gina,Johnny Mathis,Johnny Mathis,pop,19620922,80,6,12,19621013
32,18,Beachwood 4-5789,The Marvelettes,The Marvelettes,rnb / soul,19620804,110,17,12,19621013
33,47,Limbo Rock,Chubby Checker,Chubby Checker,rock,19620908,85,2,23,19621013
34,36,Little Black Book,Jimmy Dean,Jimmy Dean,country / folk,19620908,104,29,10,19621013
35,37,"King Of The Whole Wide World (From The ""Kid Galahad"" EP)",Elvis Presley,Elvis Presley,rock,19620922,69,30,7,19621013
36,44,Hide And Go Seek (Part 1),Bunker Hill,Bunker Hill,rock,19620825,98,33,13,19621013
37,56,Close To Cathy,Mike Clifford,Mike Clifford,pop,19620908,120,12,14,19621013
38,39,Stop The Music,The Shireless,The Shireless,pop,19620901,109,36,9,19621013
39,49,Warmed Over Kisses (Left Over Love),Brian Hyland,Brian Hyland,pop,19620922,86,25,8,19621013
40,34,Come On Little Angel,The Belmonts,The Belmonts,pop,19620714,115,28,15,19621013
41,67,Nothing Can Change This Love,Sam Cooke,Sam Cooke,rnb / soul,19620929,87,12,11,19621013
42,29,A Wonderful Dream,The Majors,The Majors,pop,19620811,86,22,11,19621013
43,27,The Loco-Motion,Little Eva,Little Eva,pop,19620630,86,1,16,19621013
44,77,Next Door To An Angel,Neil Sedaka,Neil Sedaka,pop,19621006,77,5,11,19621013
45,33,Rinky Dink,"Dave ""Baby"" Cortez","Dave ""Baby"" Cortez",pop,19620714,97,10,14,19621013
46,50,The Things We Did Last Summer,Shelley Fabares,Shelley Fabares,pop,19620915,82,46,6,19621013
47,68,Ten Lonely Guys,Pat Boone,Pat Boone,pop,19620922,85,45,7,19621013
48,69,Baby Face,Bobby Darin,Bobby Darin,jazz,19620929,84,42,7,19621013
49,55,You Can't Judge A Book By The Cover,Bo Diddley,Bo Diddley,rock,19620818,89,48,10,19621013
50,64,No One Will Ever Know,Jimmy Rodgers,Jimmy Rodgers,country / folk,19620825,106,43,12,19621013
51,73,If A Man Answers,Bobby Darin,Bobby Darin,jazz,19620929,90,32,8,19621013
52,71,James (Hold The Ladder Steady),Sue Thompson,Sue Thompson,pop,19620929,83,17,10,19621013
53,63,Workin' For The Man,Roy Orbison,Roy Orbison,rock,19620922,90,33,11,19621013
